Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
SYDE2	6.60282	6.16349	6.09739	6.32592	6.1278	6.30513	6.41366	6.82542	7.11408	6.58003	6.70549	6.26013	6.21664	6.50381	6.41366	6.36112	6.27534	6.41366	6.43255	6.32351
SYF2	6.81821	7.25152	7.26001	7.27548	7.00739	7.50648	7.16878	7.02987	7.39723	7.31795	7.3115	7.29086	6.96758	7.06516	7.13129	7.16086	7.11054	7.34771	7.16988	7.11466
SYK	7.23195	7.72153	8.28886	8.44379	8.02228	7.24312	7.2024	6.8917	7.37423	6.51905	7.33715	8.12993	7.39596	6.86894	7.31609	7.9963	7.01875	7.21228	7.21247	7.22267
SYMPK	7.78568	7.60817	7.5081	7.7496	7.69285	7.68934	7.69986	7.58758	7.74823	7.76194	7.80965	7.55636	7.70199	7.64831	7.45022	7.64789	7.7186	7.51881	7.60742	7.59781
SYN1	5.81766	5.83111	5.72741	6.02471	5.88662	5.83029	5.94352	5.87107	5.79147	6.07442	5.77893	5.49622	5.82269	6.16704	5.76081	5.66743	6.01205	5.54069	5.88834	5.66803
SYN2	6.84938	6.58283	5.79854	6.15126	6.20681	6.81865	7.12302	7.20116	7.1709	7.74301	6.85263	6.06553	6.80647	6.73382	6.74848	6.22068	7.43075	7.02816	6.65533	6.51876
SYN3	5.62788	5.55382	5.46501	5.39953	5.72604	5.36263	5.86633	5.71752	5.53819	5.97289	5.4795	5.57567	5.70454	5.7303	5.76529	5.54113	5.64653	5.35922	5.42142	5.90808
SYNC	6.16561	6.49434	6.66191	7.36025	6.35552	6.4697	6.86126	6.75022	6.60433	6.20571	6.37193	7.61716	7.19962	5.87293	6.38958	7.344	6.34197	6.52871	6.01434	6.52112
SYNCRIP	7.34472	7.78306	7.75892	7.85732	7.60074	8.05235	7.84317	7.52373	8.07874	8.26295	7.81419	7.99446	8.0238	8.0158	7.8899	7.99087	7.5011	7.82307	7.83119	7.97812
SYNDIG1	5.19852	5.39592	5.03338	5.57038	5.68804	6.44876	5.71748	5.43579	5.44989	5.4526	6.01717	5.4829	5.99334	5.30683	5.81002	5.46509	5.69891	5.68947	5.63399	5.70152
SYNDIG1L	5.52773	5.10338	4.82489	5.26259	5.398	5.13222	5.4137	4.88342	5.13222	5.2434	4.9398	5.13222	5.21294	5.16906	5.13222	5.04972	5.52642	5.09824	5.11776	5.04082
SYNE1	7.52105	7.9844	8.05893	7.4583	7.56072	8.28313	8.0721	8.15243	8.27533	8.16682	8.63931	7.60457	8.00063	8.34042	8.22148	8.23658	7.98589	7.91496	8.12891	8.35328
SYNE2	8.3134	8.48372	8.52605	8.29034	8.07638	8.37295	8.6031	8.81584	9.02369	8.96448	8.84305	8.01955	8.06137	8.80678	8.63762	8.81141	8.6608	8.481	8.88108	8.96564
SYNE3	8.89527	7.39071	7.13921	7.46949	7.27255	8.29372	8.54972	8.31279	8.53632	7.81486	8.43394	8.39233	8.16815	8.42595	7.99615	8.2584	7.77029	8.31042	7.81965	8.29924
SYNE4	5.49348	5.13048	5.19635	5.45958	5.63034	5.4657	5.70256	5.47008	5.27258	5.54052	5.241	5.17737	5.67659	5.60685	5.59597	5.14478	5.70007	5.67859	5.50156	5.46231
SYNGR1	6.31656	6.06308	5.86797	6.33082	6.69634	6.22457	5.9102	6.2021	6.11135	5.94291	6.0784	6.09578	6.49101	6.08024	5.96212	6.16586	6.21434	6.36903	6.09238	5.91829
SYNGR2	8.26795	7.76888	7.64208	8.27337	7.94982	7.74413	7.79661	8.03783	7.77953	7.8463	7.98013	8.21137	7.97392	7.61669	7.52573	7.86443	7.93952	8.25588	7.88875	7.69891
SYNGR3	6.40504	6.18939	6.17243	6.35609	6.43025	6.10482	6.54423	6.38537	6.26971	6.52647	6.3735	6.11748	6.41703	6.29708	6.35609	6.18101	5.862	6.39843	6.4141	6.20371
SYNGR4	5.74153	5.85284	5.39701	5.83442	5.95179	5.68869	6.2519	5.90461	6.01987	6.14845	5.54681	5.62597	5.97529	6.13821	5.91757	5.664	5.59898	5.83067	5.91465	5.78414
SYNJ1	6.54747	6.73937	6.90883	6.53608	6.48633	6.72349	6.88227	6.69165	6.90883	6.69741	6.85636	6.78221	6.72202	7.10056	6.76064	7.35602	6.59076	6.58742	6.88316	6.98359
SYNJ2	6.26164	6.52174	6.32487	6.45443	6.23925	6.56356	6.01994	5.91069	6.16376	5.9226	6.45231	6.01461	6.55455	6.15906	6.20206	7.22586	6.15598	6.0649	6.2816	6.44819
SYNJ2BP-COX16///COX16	7.5442	7.57301	7.6271	7.57016	7.57315	7.69699	7.2511	7.09109	7.30674	6.98118	7.02603	7.81261	7.66936	7.29216	7.33042	7.68015	7.47767	7.63967	7.40026	7.38373
SYNJ2BP-COX16///SYNJ2BP	7.94502	7.62251	7.6927	7.67225	7.61164	7.65616	7.8339	7.71375	7.83119	7.1301	7.58899	7.96597	7.95546	7.35554	7.51995	7.74246	7.50592	7.52123	7.48463	7.55065
SYNM	7.83837	7.67541	7.31091	7.91521	8.24282	8.23839	8.14497	7.67868	8.98517	7.70978	8.10449	7.98551	8.41925	7.76476	8.10802	8.29969	8.058	8.48478	7.79146	7.6649
SYNPO	7.55875	7.05694	6.88693	7.51673	6.9981	7.22809	7.7083	7.19645	7.53504	7.22523	7.27748	8.2153	7.80271	7.28355	7.21663	7.61557	7.54467	7.33087	7.00553	7.23111
SYNPO2	7.91516	8.64393	8.87129	8.78	8.17995	8.21792	7.51325	7.79436	8.29916	8.1866	7.80803	7.81788	8.27281	8.06889	8.55694	8.80676	8.14024	7.99719	8.70343	8.45815
SYNPO2L	5.15212	4.96663	4.71351	5.03537	5.11342	5.24009	5.14571	5.11402	5.01648	5.22657	4.95659	4.70309	5.1114	4.98944	5.09151	5.02973	4.98535	5.04341	5.12319	4.70404
SYNPR	3.80463	3.91141	3.76085	4.00023	3.58454	4.04885	3.99536	3.53564	3.94335	3.7964	3.94025	4.41488	3.99986	4.32344	4.02919	3.73639	4.05737	3.93336	4.07384	3.81003
SYNRG	7.89847	8.14057	8.16501	8.06852	8.18739	7.96424	7.99931	8.04928	8.16865	7.90788	8.22452	7.87441	7.69853	7.86539	8.04551	8.18867	7.84109	7.81458	8.00947	7.95379
SYP	5.66082	5.47318	5.23207	5.53544	5.6808	5.60801	5.54393	5.53493	5.5926	5.66145	5.68381	5.67696	5.63877	5.62153	5.76849	5.92171	5.80561	5.49497	5.45316	5.60564
SYPL1	8.73905	8.6797	8.80358	8.54123	8.7403	8.40848	8.67695	9.00167	9.07429	8.91998	8.80059	8.62179	8.61843	8.4044	8.84818	8.88347	8.78276	8.85902	8.90396	8.82899
SYPL2	6.24129	5.85434	5.82856	5.86573	6.05304	6.04106	6.12895	5.98437	5.99013	5.98236	5.82496	5.77012	6.10788	6.04198	5.91435	5.894	6.0556	6.15569	5.96461	6.06759
SYS1-DBNDD2///DBNDD2	7.30466	7.15272	7.03125	7.95441	7.36	7.44682	7.1484	6.85206	7.14647	6.97131	7.28945	7.21279	7.62167	7.32902	7.18087	7.62294	7.70187	7.54932	7.23802	7.28523
SYS1-DBNDD2///SYS1	7.66218	7.28931	7.28419	7.7431	7.69152	7.41449	7.27025	7.10567	7.04235	7.22097	7.19442	7.15053	7.44157	6.88711	7.07338	7.28958	7.45213	7.49227	7.26686	7.07663
SYT1	4.38765	4.67251	4.78888	5.23139	4.67521	4.68288	4.7327	4.80227	4.37179	4.79692	4.8059	4.66323	4.67092	4.52393	4.72595	4.89106	4.75023	4.84724	5.14245	4.70907
SYT10	5.06816	5.1173	4.92943	5.144	5.07208	5.07982	5.12169	4.94957	4.68935	5.29769	4.9706	5.23629	5.37548	5.39416	5.02658	4.66656	5.09362	5.1111	5.00799	4.93521
SYT11	6.42494	6.52488	6.84076	6.62474	6.67009	6.89914	6.8481	6.56804	6.88389	6.77279	6.62906	6.21878	6.92331	6.31836	6.58939	7.03332	6.99191	6.65921	6.77361	6.51467
SYT12	5.97722	5.5465	5.4818	5.92217	5.41922	5.70479	5.77116	5.66648	5.36596	5.819	5.5124	5.89653	5.52282	5.90949	5.83412	5.41728	5.32567	5.535	5.98068	5.5272
SYT13	4.29924	3.89846	3.62374	4.06965	4.02552	4.24042	4.16101	4.06104	4.00877	4.1508	3.92357	3.79613	4.08805	4.20522	3.99231	3.8691	4.04578	4.18265	4.08678	3.95104
SYT14	3.72135	3.17121	3.55157	3.74828	3.55831	3.7037	3.74704	3.62684	3.60956	3.51001	3.54193	4.63522	3.35059	3.95339	4.02526	3.48658	3.67219	3.34795	3.60956	3.59557
SYT14P1	3.12632	2.96036	2.90675	3.25962	3.05895	3.70267	3.38095	3.11832	3.71712	2.71738	2.66242	4.19055	3.38604	3.00365	3.11832	2.64818	3.66558	2.7581	2.86696	2.73666
SYT15	6.95901	6.97814	6.6908	7.18697	6.81582	7.13606	7.14089	7.01382	7.17757	6.98367	6.63962	7.08443	6.90637	7.08722	6.94168	7.1793	7.33306	7.04051	6.88537	7.08504
SYT16	4.50807	4.36921	4.303	4.43119	4.21287	4.40276	4.39483	4.38222	4.16354	4.36122	4.38493	4.60382	4.42924	4.39888	4.98304	4.14249	4.39702	4.41774	4.43038	4.2828
SYT17	6.76497	7.91841	7.27632	7.84092	7.1914	6.3208	6.64015	7.48013	6.53573	6.59659	7.2633	5.95265	6.77783	7.40204	6.7693	6.59396	6.41343	6.95348	6.14755	6.72471
SYT2	5.53159	5.3422	5.12073	5.42162	5.4628	5.51117	5.38522	5.45524	5.17873	5.70631	5.28702	4.9362	5.79522	5.42456	5.15834	5.02807	5.5954	5.61201	5.36066	5.21147
SYT3	4.93757	4.77139	4.6183	4.74789	4.93623	4.37159	4.99609	5.04564	4.78077	5.06405	4.50284	4.43983	4.71752	4.65221	4.87413	4.69189	4.30219	4.79908	4.95562	4.70692
SYT4	4.92063	7.19395	5.45028	7.18037	5.47059	4.92521	5.10498	5.16776	4.87513	4.80003	4.63034	5.20998	5.32072	4.88212	5.14152	4.60228	5.30761	5.00644	4.9774	4.98661
SYT5	5.7843	5.59694	5.50557	5.30185	5.57749	5.39751	5.6591	5.72788	5.56981	5.68909	5.45977	5.60204	5.69964	6.13862	5.62905	5.45373	5.32097	5.77654	5.5721	5.65606
SYT6	5.19843	5.06245	5.29919	5.34793	5.10349	5.29861	5.25425	5.49124	5.16125	5.56722	5.04936	5.38014	5.38121	5.63954	5.6677	5.17752	5.33177	5.29919	5.29919	5.21707
SYT7	6.12942	5.6512	5.93755	5.91992	5.99952	5.96905	5.96379	5.92438	6.03598	5.80664	5.76635	5.6784	6.08112	6.36109	5.80525	5.53174	6.04061	5.75164	5.8411	5.79931
SYT8	6.42679	6.13863	5.87423	6.01928	6.28209	6.18076	6.34709	6.40141	6.09896	6.47014	6.16265	5.85943	6.39497	6.24274	6.3724	6.05308	6.34428	6.23861	6.24292	6.26278
SYT9	4.5009	4.24767	3.93939	4.43195	4.19671	4.58086	4.70613	4.39598	4.35844	4.36642	4.22102	4.31849	4.56117	4.60653	4.50762	4.21512	4.48341	4.70024	4.40195	4.15321
SYTL1	5.74161	5.71837	5.54919	5.67449	6.18092	5.72769	5.74633	5.85458	5.75519	5.95777	5.64518	5.58172	5.72998	5.65505	5.70772	5.40911	6.00071	5.88622	5.61743	5.63975
SYTL2	5.11179	5.3717	5.67142	5.13247	5.72824	5.72841	5.71062	5.83389	6.17812	5.72623	5.52459	5.11313	5.70242	5.82344	5.89958	6.3721	5.70707	5.77443	6.21873	6.01211
SYTL3	6.59474	6.41089	6.69759	6.45357	6.67529	6.92687	6.45017	6.80606	6.74524	6.75092	6.93604	6.69239	6.65402	6.62595	6.66112	6.58624	6.03325	6.78683	6.84098	6.14753
SYTL4	6.14726	7.17857	6.85244	6.82084	6.30951	6.51515	6.71445	6.57861	7.08646	7.26304	6.68038	6.23337	6.38642	6.82465	6.61787	6.94911	6.86082	6.56181	6.75902	6.47673
SYTL5	4.15224	3.22418	3.12781	3.532	3.1019	3.63294	3.72154	3.58773	3.29416	3.26871	3.54973	3.7277	3.39632	3.4471	3.21688	3.08247	3.7373	3.44676	3.42051	3.56683
SYVN1	7.72438	7.50213	7.42291	7.58606	7.78702	7.79069	7.69731	7.65703	7.79095	7.69704	7.86845	7.5952	7.85053	7.75283	7.40941	7.74824	7.70041	7.64071	7.52119	7.53862
SZRD1	8.82395	8.79096	8.71388	8.74568	8.73109	8.64809	8.52328	8.32273	8.57531	8.43718	8.65104	8.87101	8.85019	8.44213	8.48198	8.81833	8.38457	8.55362	8.65275	8.79427
SZT2	7.30809	7.33113	7.21727	7.11722	7.13191	7.08974	7.16832	7.13083	7.27509	7.15485	7.41981	6.99135	7.19981	7.43305	7.09962	7.28942	7.20659	7.15806	7.20659	7.20027
T	5.82168	5.69253	5.55892	5.65862	5.70897	5.57836	5.54867	5.53743	5.35569	5.64341	5.50323	5.65146	5.76169	5.71709	5.80416	5.55563	5.84074	5.7776	5.7756	5.71313
TAAR1	3.01813	2.44885	2.70969	2.63941	2.94613	2.69247	2.98005	2.81245	2.96336	2.92438	2.67427	3.35992	2.6103	2.78851	3.26188	2.75583	2.97739	2.53369	2.79854	2.70446
TAAR2	3.72742	3.44261	3.49922	3.61748	3.70164	3.8791	3.7981	3.62778	3.48877	3.83108	3.72742	4.2713	3.75837	3.73419	3.83551	3.47364	4.13079	3.72493	3.9071	3.57697
TAAR3	3.15341	3.28167	3.05056	3.22877	2.94255	3.28167	3.90386	3.34189	3.39886	3.3166	3.51935	3.07644	3.02995	3.25962	3.29546	3.25106	3.67972	3.24338	3.32269	3.29546
TAAR5	3.96647	3.94725	4.10263	3.70561	4.05001	3.85765	4.02669	3.84751	3.91356	3.97322	4.00767	3.80533	4.00728	4.07586	4.02555	3.52398	3.91521	3.76535	4.05463	4.00021
TAAR6	3.40871	3.37706	3.11672	3.36412	3.41311	3.60717	3.52384	3.37305	3.41311	3.29195	3.49537	3.73133	3.26012	2.95479	4.24234	2.96036	4.43557	3.29187	3.47979	3.52246
TAAR8	4.2446	3.82339	3.849	3.98527	3.85365	4.14388	4.14833	3.82836	3.83523	4.08142	3.86189	5.07544	3.8238	4.26106	4.07797	3.99961	4.45395	3.67371	4.00282	4.11723
TAAR9	4.28221	4.25859	3.91696	4.25859	4.28735	3.97277	4.21238	4.30709	3.54938	4.61035	4.18434	4.45091	4.30235	4.22204	4.20696	3.82706	4.33108	4.36702	4.25859	4.11184
TAB2	8.17566	8.67755	8.77013	8.55288	8.35382	8.5439	8.8379	8.76684	9.136	8.76982	8.72481	8.84911	8.57895	8.474	8.77311	8.91109	8.35519	8.53644	8.42569	8.67299
TAB3	6.8391	7.31231	7.2232	7.27742	6.99096	6.92739	7.31463	7.16409	7.40554	7.1613	7.29661	7.2801	7.14054	7.1613	7.06058	7.2289	6.89622	7.01489	7.16729	7.23332
TAC1	3.41638	3.09009	2.98819	3.4034	3.07507	3.26469	3.17412	3.07802	3.23484	3.39523	3.22984	3.46113	3.22107	3.22372	3.38353	3.10703	3.3844	3.228	3.31808	3.03965
TAC3	4.34276	4.0393	4.06361	4.20264	4.06604	4.13482	4.13482	4.13482	3.90089	4.60178	3.89875	4.3344	4.1861	4.05991	4.32859	3.96259	4.53867	4.02543	4.23325	4.15033
TAC4	5.77273	5.75257	5.83525	5.99383	5.90442	6.12609	6.07685	6.04883	5.81791	6.23653	5.89623	5.85628	5.99383	5.99383	5.99759	5.64392	5.59084	5.99383	6.07699	5.99383
TACC1	9.44506	9.82331	9.53766	9.53999	9.10945	9.42343	10.0222	9.86453	10.2239	10.5708	9.927	9.59128	9.43033	9.77697	9.61227	9.81976	9.77615	9.52593	9.69722	9.81139
TACC2	7.55379	7.12119	6.65952	7.27874	7.16376	7.39877	7.49341	7.54703	7.54853	7.56466	7.34679	7.39419	7.39261	7.51495	7.20503	7.64022	7.21329	7.41376	7.17482	7.59867
TACC3	6.26663	6.05897	6.25275	6.0628	6.6318	5.88942	6.30808	6.03113	6.11304	5.57486	6.04691	5.83063	6.24978	6.39758	5.87136	5.81795	6.08841	6.21406	5.94255	5.80447
TACO1	7.09322	6.62089	6.93737	6.94565	7.36512	6.88184	7.07364	7.04113	6.98647	6.62766	7.10751	6.69754	6.9417	6.7609	6.78248	6.9642	7.01989	6.88794	6.70321	6.94715
TACR1	6.43105	5.93364	6.13849	6.30053	6.04138	6.85022	6.42778	6.3541	6.83247	5.60857	6.49978	7.15575	6.57473	6.57844	6.60963	7.35798	6.47726	6.66722	6.82169	6.67275
TACR2	5.37068	5.14502	5.32169	5.08192	5.14096	4.87344	5.46207	5.39406	5.45365	5.43391	5.32169	5.24203	5.35353	5.39697	5.42117	5.22118	5.66212	5.11916	5.32169	5.31645
TACR3	3.29773	3.18859	3.19475	3.17251	3.14408	3.05126	3.25319	3.24182	3.41435	3.40859	3.07369	3.61227	3.10772	3.38893	3.25407	3.13355	3.37353	3.42152	3.25598	3.37619
TACSTD2	5.47127	4.61781	4.41368	4.90067	4.64032	4.57895	5.11566	4.94259	4.65219	5.12247	4.60425	4.78768	4.97291	5.04246	4.58318	4.76997	5.14389	5.07437	4.73076	4.87451
TADA1	7.408	7.30884	7.46987	7.25318	7.19062	7.22414	7.44534	7.31587	7.53056	6.99756	7.53827	7.0332	7.3827	7.49299	7.41541	7.3533	7.20222	7.06372	7.44679	7.38329
TADA2A	6.52178	6.78838	6.78918	6.68304	6.32182	6.59897	6.67747	6.72164	6.62539	6.5787	6.96139	6.57805	6.52645	6.74935	6.77761	6.71482	6.40987	6.36657	6.62961	6.71468
TADA2B	7.05288	6.96268	6.88117	6.95227	7.14696	7.08254	7.17083	6.97782	7.24547	6.92145	7.23648	6.89484	6.91626	7.12181	6.85876	7.11118	6.9147	6.94937	6.8764	6.85293
TADA3	7.44145	7.29455	7.26672	7.34779	7.41534	6.97683	7.44583	7.2428	7.31715	7.20725	7.35362	7.38848	7.53512	7.26918	7.10391	7.29455	7.29455	7.28075	6.91921	7.00436
TAF1	7.89048	7.907	7.91003	7.6936	7.70041	7.71567	8.15012	8.24666	7.96592	8.25291	8.04752	7.69404	7.97273	7.91003	7.9426	7.94518	8.06063	7.80835	8.10223	7.9201
TAF10	9.33189	8.91319	8.93458	9.20075	9.43623	9.00155	9.02538	9.06042	8.9194	8.89547	8.77585	9.3301	9.48679	8.75917	8.71908	8.9141	8.96828	8.95036	8.76875	8.87158
TAF11	6.70277	7.04304	6.98035	6.60271	6.68911	6.75173	6.76384	6.81155	6.9879	7.00832	6.90255	6.9121	6.75486	6.75973	6.94052	7.06258	6.55966	6.78318	6.95817	6.83638
TAF12	6.53072	6.48776	6.5324	6.56506	6.70803	6.83785	6.41795	6.33492	6.50361	6.48504	6.44549	6.8381	6.62135	6.41505	6.46806	6.65726	6.63678	6.61705	6.3908	6.26208
TAF13	6.70249	6.716	7.1249	7.179	6.74281	7.36057	6.61584	6.23124	6.94723	7.82704	6.90342	8.16969	7.53907	6.52745	7.05513	7.61596	6.97082	7.10851	6.95321	7.2721
TAF15	8.64837	9.4071	9.48183	9.65972	9.66873	9.84538	9.08627	8.65703	9.53059	9.4576	9.42198	9.91	9.6325	9.60473	9.53932	9.13433	9.35949	9.36687	9.01506	9.67982
TAF1A	5.07397	5.52112	6.15939	5.4536	5.50763	5.46032	5.03208	5.13511	5.43991	5.01037	5.42992	5.13227	5.17929	5.31156	5.51078	5.43305	4.77986	5.3275	5.51832	5.86445
TAF1B	6.31868	6.77177	7.1106	6.95662	6.44046	6.72261	6.66589	6.45975	6.6723	6.49539	6.83652	6.92622	6.62977	6.18503	6.67801	7.32232	6.69638	6.77455	6.70928	6.83311
TAF1C	7.00275	7.08192	6.97847	7.14199	7.33222	6.91459	6.90143	7.02292	7.20936	7.10347	7.28225	7.08192	7.09691	7.49894	7.00462	7.16153	7.14663	6.97125	7.22578	6.96697
TAF1D	7.20856	7.95856	7.93923	7.37401	7.56977	7.32803	7.19442	7.6199	7.58251	8.19494	7.62342	7.17419	6.85338	7.85436	7.76453	7.53286	7.10916	7.37712	7.6954	7.85814
TAF1L	4.94947	4.93228	5.04644	4.65442	4.84716	4.51045	4.89212	5.06983	4.96328	4.97557	4.89212	4.87626	4.89212	4.96328	4.8441	4.91917	4.91911	4.70668	4.91683	4.82562
TAF2	7.33879	7.66341	7.84989	7.56017	7.34773	7.57096	7.76643	7.73917	7.92757	7.86599	7.79333	7.43749	7.30839	7.63376	7.77485	7.9733	7.2997	7.65026	7.79305	7.91144
TAF3	7.24122	7.18987	7.02326	7.2006	7.24122	7.30758	7.22339	7.24682	7.41111	7.25376	7.39363	7.1775	7.12716	7.60353	7.24122	7.29799	7.17883	7.13442	7.17091	7.25506
TAF4	7.33446	7.3411	7.23414	7.31847	7.40621	7.27189	7.43948	7.42603	7.40748	7.31041	7.36072	7.30384	7.31448	7.54031	7.27793	7.35804	7.46352	7.39865	7.35988	7.29175
TAF4B	5.16034	5.65862	5.45012	5.1527	5.3986	5.15114	5.37732	5.07314	5.79108	5.82261	5.83971	5.01424	5.31258	5.67176	5.30361	5.3868	5.566	5.20361	5.15867	5.57938
TAF5	6.27497	6.4989	6.53703	6.48212	6.43755	6.53151	6.67877	6.58444	6.64135	6.55397	6.7409	6.37535	6.55617	6.60261	6.56762	6.55397	6.55505	6.70356	6.56018	6.55882
TAF5L	7.24669	6.79738	6.8282	6.96125	6.94304	7.02843	7.26633	7.26452	7.16753	7.07537	7.20227	7.21145	7.06499	7.09586	6.8678	7.21261	6.89883	7.19844	6.82784	6.91938
TAF6	7.6338	7.22717	7.16926	7.46485	7.4334	7.30276	7.16537	7.10624	7.36134	6.96752	7.24151	7.3051	7.43027	7.29194	7.02039	7.26853	7.36466	7.46072	7.17542	7.25774
TAF6L	7.02335	6.41692	6.36026	6.62897	6.73113	6.57821	6.66761	6.62183	6.67707	6.48125	6.60768	6.70144	6.6651	6.72853	6.39694	6.65112	6.80685	6.62706	6.47047	6.50409
TAF7	7.24689	7.35983	7.45867	7.18409	7.12253	7.60271	7.31926	7.32212	7.62747	7.53553	7.63297	7.42211	7.2574	7.44523	7.37614	7.52925	7.4469	7.35637	7.29608	7.57844
TAF7L	3.43899	3.19269	3.20393	3.097	3.43844	3.10205	3.2227	3.2537	2.93351	3.68811	3.27633	3.24722	3.32031	3.30184	3.31585	3.17939	3.28576	3.38602	3.37062	3.21195
TAF8	8.26256	7.74612	7.51702	7.8384	7.83437	7.79551	8.0014	8.23339	8.04105	7.53	7.94639	7.85586	7.98688	7.85849	7.60522	7.74065	7.72136	7.87701	7.85218	7.89994
TAF9B	7.67212	8.08637	8.24223	8.12185	7.72208	7.82265	7.72921	8.02669	8.11814	7.94474	7.90854	7.77243	7.47581	7.59952	7.96238	7.90854	7.82891	7.99345	7.90854	7.99408
TAGAP	6.68202	5.55883	6.47006	6.70561	6.24876	6.80333	5.44033	5.25833	5.71016	5.3707	5.56847	5.76817	5.71016	5.11581	5.46236	5.74851	5.83506	5.36942	5.83977	5.52792
TAGLN	9.48932	8.52497	8.62024	9.01786	9.15461	8.74135	8.62191	8.60205	9.0386	9.53891	8.52596	8.84453	9.14598	8.42652	8.97321	9.35276	9.65537	8.96214	9.36469	8.91772
TAGLN2	8.05932	8.2687	7.9998	8.91284	7.90742	8.16641	7.87027	7.50567	7.94661	7.59358	8.03432	8.33991	8.42583	7.71154	7.51584	8.37335	8.16219	8.02365	8.03451	8.14505
TAGLN3	4.44361	4.60541	4.46267	4.47838	4.50656	4.65715	5.03214	4.5915	4.49114	5.05458	4.38567	4.71676	4.62368	4.67034	4.687	4.42578	5.02411	4.60798	4.94897	4.54414
TAL1///TAL1	6.26117	6.27885	6.13704	6.28219	5.91337	6.12222	6.80209	6.47846	6.81786	6.6762	6.60521	6.25527	6.1496	6.89979	6.39857	6.30366	6.8805	6.73166	6.42264	6.35314
TAL2	4.52687	4.34622	4.39884	4.04943	3.90061	4.24794	4.24794	4.30244	4.30058	4.06515	3.88516	4.11027	4.20729	4.47365	4.21192	3.91552	4.36982	4.30437	4.32562	4.47103
TALDO1	9.93074	9.21349	9.24191	8.61812	9.1711	9.70348	9.56481	9.53572	9.00068	8.85429	9.41723	9.56477	10.1633	9.32674	9.1936	9.04613	8.97862	9.24976	8.94892	9.47722
TAMM41	6.46057	7.11449	6.96236	6.42437	6.86259	6.57478	6.90189	6.51896	7.1072	6.86938	6.9568	6.33468	6.28477	7.08562	6.77688	6.76168	6.6672	6.46611	6.9433	7.02724
TANC1	7.66738	8.0742	8.17847	8.08003	7.85966	7.61707	8.1692	8.01968	8.35232	8.34011	7.90243	7.96192	7.96368	7.98322	8.08559	8.41121	8.18158	7.90908	8.1821	7.95682
TANC2	7.46539	7.03429	7.26337	7.26833	6.65983	7.57583	7.29767	7.2123	7.673	7.58177	7.7492	6.9301	7.12535	7.71753	7.08637	7.49395	7.20243	7.28958	7.25363	7.88529
TANGO2	6.74844	6.45618	6.54395	6.6763	6.67187	6.46118	6.59625	6.67139	6.54871	6.54089	6.42733	6.82732	6.78284	6.4397	6.30695	6.65186	6.78088	6.5785	6.35978	6.55007
TANGO6	7.24944	7.31201	7.35145	7.21772	7.20908	7.23156	7.33373	7.18654	7.39677	7.26734	7.54687	7.18726	7.14147	7.52278	7.0601	7.57198	7.12458	7.05892	7.30127	7.49482
TANK	6.26081	6.6955	6.62427	6.40517	6.44633	6.49904	6.33001	6.88429	6.89782	6.95354	6.51031	6.82617	6.46952	5.995	6.65391	6.6005	6.47544	6.42291	6.51064	6.54648
TAOK1	8.75908	8.94158	8.88971	8.8645	8.5861	8.88217	9.07357	9.10352	9.19625	9.163	9.05614	9.20344	9.05958	8.7114	8.95104	9.16806	8.80678	8.94567	8.92344	9.11632
TAOK2	7.98283	8.05762	7.86272	8.03629	7.99944	7.88356	8.22968	8.02423	8.21429	8.25223	8.34533	8.0143	8.23967	8.31336	7.90612	8.39324	8.38467	8.18646	8.07201	8.10044
TAOK3	7.54746	7.80083	7.98916	7.66726	7.82661	7.68823	7.9242	7.76011	7.9828	7.8737	7.88515	8.00493	7.69211	7.79702	7.77314	8.03289	7.503	7.49533	7.69982	7.83096
TAP1	9.04628	8.74063	7.62124	8.08193	8.32945	8.93365	7.55925	7.39086	7.73168	7.53804	7.6753	7.86356	8.01894	7.4235	7.5391	7.572	7.90103	7.7576	7.63929	7.79951
TAP2	7.96948	7.65954	7.06376	6.97144	7.30284	7.49564	7.05226	6.77489	7.0112	6.90855	6.79584	6.99814	7.10061	6.90732	6.79376	7.13842	7.45057	6.79939	6.921	7.21522
TAPBP	9.55597	9.45297	9.04758	9.76902	9.45195	9.06874	8.62205	8.54421	8.82987	8.46914	8.76312	8.99317	9.12316	8.64842	8.66328	9.13656	8.92349	8.74694	8.81933	8.79958
TAPBPL	7.04174	7.45413	6.95774	7.00967	7.2722	7.10186	6.88905	6.73736	7.2026	6.57526	6.8575	7.3079	7.27089	6.83983	7.07524	7.0915	7.04527	6.98589	6.86511	6.84601
TAPT1	6.84544	7.00852	7.25405	6.95459	6.83046	7.14822	7.33383	7.15244	7.49581	7.56831	7.38638	7.1092	7.05014	6.99523	7.27988	7.26952	7.10422	7.28337	7.28764	7.20331
TAPT1-AS1	6.57126	6.88245	6.61987	6.75734	7.03013	6.70403	7.00284	6.8125	6.92308	6.72297	6.72209	6.85968	6.8109	7.05402	6.87964	6.70429	7.1446	6.85968	6.86091	6.85968
TARBP1	7.34697	7.53095	7.68098	7.23498	7.5339	7.27904	7.63003	7.48471	7.74957	7.26809	7.56105	7.34319	7.50769	7.5339	7.74343	8.12082	7.16444	7.42544	7.78238	7.91398
