Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
LINC00158	3.54571	3.39022	3.36815	3.57354	3.0934	3.50899	3.59714	3.61878	3.52994	3.5812	3.34998	3.8898	3.36126	3.66559	3.56876	3.52994	4.14006	3.39053	3.5607	3.51878
LINC00161	2.63032	2.73857	2.87886	2.94131	2.79548	2.75137	3.00027	2.93728	2.87886	3.24147	2.76223	3.26012	2.92477	3.46596	2.87886	2.87886	3.08237	2.79345	2.78786	3.09131
LINC00167	5.12633	4.89326	5.07584	5.04531	5.26373	4.88271	5.39595	5.14619	5.31085	5.17694	5.04552	4.99999	5.17134	5.68115	5.11296	4.86691	5.24678	5.19098	5.04748	4.80506
LINC00173	5.76272	6.41152	5.83782	6.17262	5.9941	5.80559	5.54577	5.56774	5.51531	6.14841	5.79638	5.16502	5.80979	5.74237	5.81638	5.6916	5.88372	5.82561	5.94674	5.31541
LINC00174	5.6507	5.82341	6.24208	5.49903	6.27567	5.90833	6.06262	6.33543	6.09969	6.31454	6.17558	5.26746	5.78291	5.91614	5.98384	6.01687	6.02812	5.52732	5.9981	5.4417
LINC00176	6.42684	6.11403	6.19302	6.47622	6.4159	6.24671	6.59362	6.49173	6.42684	6.87735	6.44974	6.1919	6.46448	6.58113	6.49347	6.2152	6.42684	6.41536	6.56708	6.28465
LINC00189	3.82834	3.78053	3.80591	4.01089	4.42677	4.1023	4.42515	4.12004	4.11749	4.12004	3.60011	4.38684	3.76178	4.1333	4.14813	4.19121	4.09162	3.95588	4.20926	4.42677
LINC00200	4.81073	4.66756	4.63023	4.61329	4.38603	4.6607	5.04336	4.66519	4.98225	5.16016	4.71105	4.74647	4.71296	4.95045	4.85428	4.47417	4.58347	4.68731	5.10541	4.65328
LINC00205	6.1222	6.09726	5.95943	6.06226	6.23052	5.86891	6.20207	6.33149	6.01795	6.15395	6.20595	6.10549	6.29433	6.58096	6.17807	6.32012	6.21428	6.06727	6.08123	5.84277
LINC00207	5.48562	4.48089	4.7619	5.04305	5.04569	5.08856	5.16329	5.05327	4.88821	5.20529	4.68876	5.13686	5.17708	5.24189	5.05536	4.56578	4.91355	4.95213	5.25247	4.86275
LINC00208	4.61515	4.73781	4.6822	4.42831	4.41431	4.82584	4.85204	4.62845	4.81629	4.52364	4.66197	4.69942	4.62877	5.09291	4.8595	4.64554	4.91271	4.3937	4.56422	4.607
LINC00216	3.71813	4.01107	4.24917	4.31171	4.45666	4.25468	4.31171	3.79132	4.42524	4.34686	4.65553	4.49682	3.9066	4.31171	4.77548	4.1833	4.48546	3.68891	4.21984	4.31171
LINC00221	3.10051	3.15495	3.01579	3.34927	2.87731	3.39633	3.00379	3.05486	2.79469	3.36022	3.12747	3.80631	2.99198	3.30837	3.23341	3.00632	3.15111	3.13434	2.94791	3.009
LINC00238	2.55191	2.75006	2.33307	2.52727	3.05698	2.96369	2.824	2.8584	2.69014	2.7701	2.42029	3.83907	2.5904	3.24203	2.97718	2.50199	3.46373	2.67265	2.66561	2.39081
LINC00242	3.72438	3.52416	3.78163	3.86936	4.12239	4.03769	3.85154	3.95315	4.21877	3.68292	4.10958	3.70923	4.01853	4.37189	3.82169	3.83038	3.8246	3.90629	3.74392	4.10885
LINC00260	7.1758	7.31277	7.04698	6.71988	6.89405	6.91142	7.29279	7.52894	7.34317	6.02644	7.49886	6.67541	6.96605	7.34486	6.75476	7.40566	6.63421	6.91824	7.37704	7.15822
LINC00268	5.95062	6.4647	6.03251	6.52727	6.30237	6.33519	7.08693	6.81779	6.22858	5.98143	6.63282	7.05845	5.91641	6.50434	6.61475	6.25698	6.4068	5.83812	6.3491	6.48285
LINC00272	4.25603	3.72694	3.74231	4.1457	3.94577	4.30946	4.05501	4.0517	4.05237	4.14223	3.74238	4.06757	4.09134	3.99457	4.37538	3.85793	4.51077	4.01723	3.95939	4.02559
LINC00282	5.22771	5.41654	5.18611	5.31467	5.463	5.22109	5.35669	5.42418	5.08737	5.22598	5.00502	5.22598	5.22598	5.51571	5.40679	4.67063	5.69585	4.80146	5.19469	5.01625
LINC00299	4.24432	4.50354	4.39585	4.48924	4.82659	4.61019	4.35385	4.43709	4.34298	4.62515	4.6362	4.97721	4.16028	5.15749	4.67442	4.1741	4.71171	4.44777	4.1963	4.50354
LINC00301	2.31739	2.38568	2.30673	2.28474	2.38582	2.38096	2.25667	2.32756	2.29491	2.22126	2.29989	2.07396	2.44926	2.2907	2.31499	2.14387	2.31231	2.30154	2.30466	2.28595
LINC00302	3.94358	3.74037	4.12847	3.74461	3.93384	4.04712	4.30825	4.08256	4.04712	4.2887	3.88852	4.2351	3.69861	4.40001	4.04712	4.04712	4.32336	4.04153	3.98335	3.77186
LINC00303	5.10182	4.86362	4.75651	4.82754	4.80419	4.7953	4.86362	5.15827	4.77917	5.17331	4.518	4.81298	5.00333	5.01494	4.90069	4.85367	5.20984	4.83398	4.93127	4.706
LINC00304	5.62244	5.0178	5.15288	5.34311	5.37169	5.22217	5.03999	5.47854	5.35726	5.61051	5.03869	5.56837	5.64696	5.18041	5.34957	4.73553	5.58585	5.64397	5.30269	5.25909
LINC00305	3.18605	3.14836	3.0896	3.39952	3.04027	3.32089	3.49981	3.13629	3.1213	3.45294	3.21847	3.86488	3.22837	3.47518	3.17083	3.20278	3.13629	3.23179	3.01482	3.35428
LINC00308	3.06617	2.94068	2.90544	3.05911	3.22213	3.06352	2.80283	2.89318	2.95724	3.11333	2.82917	3.749	3.23998	2.99636	3.12938	2.91568	3.28162	2.83873	3.07277	3.20382
LINC00310	6.0562	5.60786	6.02251	5.61856	6.07011	5.53989	6.33957	6.37325	6.23247	5.84387	6.15789	6.29146	5.67924	6.06068	6.17277	6.09482	6.1453	6.35656	5.96088	5.74576
LINC00311	6.07785	6.04418	5.76661	5.96286	5.94534	6.15696	5.79844	6.08059	5.72691	6.05987	6.22555	5.9899	6.13277	6.52366	5.97449	5.90308	5.94122	6.07672	5.84419	6.11621
LINC00312	5.68258	6.47196	6.62476	5.88081	5.10997	6.29381	6.54987	6.53481	6.5718	6.16809	6.29402	6.29959	6.40674	5.8976	6.34216	6.9888	5.93096	6.16529	6.76183	6.53753
LINC00313	6.06648	5.57157	5.38181	5.685	5.60578	5.65352	5.79137	5.685	5.47594	6.61178	5.59758	5.58463	5.78752	5.72099	5.75325	5.36939	6.08988	5.65194	5.72801	5.41735
LINC00314	2.21838	3.15363	2.44969	3.9426	3.81463	3.64174	4.91644	4.0405	3.60383	3.08475	4.19626	6.02611	3.30019	4.63413	4.71688	3.74023	3.80348	4.10161	3.39842	3.88786
LINC00315	5.80285	5.88053	5.77577	5.82213	5.77246	5.88394	6.01228	5.71001	6.01575	6.08351	5.67513	5.81897	5.89554	5.92823	5.84766	5.74417	5.89142	5.93485	5.96251	5.70852
LINC00319	5.08853	4.5661	4.41534	4.88741	4.82754	4.35322	5.05968	4.87949	4.82754	5.59156	4.91321	4.1969	4.82754	5.36478	4.81554	4.57746	4.80466	4.55397	5.12779	4.83637
LINC00324	4.5553	4.30459	4.40813	4.88835	4.78486	4.2699	4.79265	4.24289	4.13314	4.47538	4.51551	4.28061	4.20825	4.38576	4.1048	4.5012	4.65535	4.28761	4.22721	4.46421
LINC00326	3.70077	3.33038	3.48549	3.58488	3.5134	3.69296	3.22841	3.50822	2.92824	3.37766	3.51512	3.6498	3.47133	3.75303	3.41587	3.53996	3.96715	3.51097	3.39895	3.59094
LINC00328	6.16407	6.28948	6.74875	5.7456	6.4991	6.45148	6.9257	6.44571	6.18313	6.16583	6.02176	6.98415	5.50472	5.8047	6.57407	5.51288	5.88444	6.25804	6.10565	6.19531
LINC00334	5.49109	5.19622	5.09062	5.27035	5.38387	5.48815	5.30293	5.11412	5.07735	5.49643	5.15026	5.27989	5.4148	5.42282	5.27035	5.12132	5.27035	5.15496	5.52489	4.98501
LINC00336	5.95724	6.04556	5.94992	5.98949	5.97859	6.04074	6.10676	6.08154	6.03785	6.29967	5.87768	5.78423	6.02204	6.27278	5.90139	5.83742	6.1001	6.04039	5.97566	5.9051
LINC00337	5.09731	4.92284	4.79147	5.34729	5.31714	4.52457	4.86098	5.3341	4.39306	5.14305	4.48551	5.2	5.27896	4.53426	4.96719	4.49983	4.70105	5.14323	4.89102	4.83724
LINC00339	6.508	6.62665	6.65106	6.9561	6.58401	6.73334	6.3112	6.12408	6.38146	5.83078	6.6411	7.50818	6.96531	5.86128	6.07248	6.25486	6.82547	6.38604	6.42456	6.61366
LINC00341	8.6686	7.2046	7.13211	7.26395	7.00249	8.39146	8.6202	8.71224	8.49219	8.07441	8.42972	7.99688	8.08088	8.22913	8.19987	8.26697	7.62259	8.18576	7.95169	8.34118
LINC00346	4.86482	3.98615	4.39088	4.38829	4.46001	4.56138	4.94618	4.18115	4.19197	4.48888	4.36998	4.75326	4.87299	4.53176	4.37844	4.32619	4.6646	3.89776	4.3407	4.01028
LINC00417	4.78927	4.82375	4.20422	4.04532	5.0521	4.99558	4.66065	5.04917	4.6463	5.57512	5.33821	4.55843	5.8897	4.89747	4.79813	4.65439	5.28803	4.78071	4.73919	4.5967
LINC00461///MIR9-2	2.39959	1.98848	2.02946	2.24774	2.40069	2.4832	2.01427	2.38728	1.91653	2.14689	2.30832	2.26674	2.28291	1.84398	2.14147	2.0682	2.3586	2.08116	1.97692	1.89281
LINC00467	5.82212	5.60311	5.80839	6.21821	6.25357	5.8853	5.75074	5.91308	5.6335	5.94419	5.63243	6.10643	5.20179	5.44933	5.83459	5.5467	5.85826	6.12787	5.52005	5.15274
LINC00469	5.14709	4.4398	4.3775	4.76307	5.06886	4.33107	4.92049	4.69803	4.66412	4.39381	4.36673	4.68099	4.79991	4.6505	4.69307	4.27067	4.86375	4.83559	4.6626	4.66412
LINC00470	2.59681	2.39058	2.23739	2.2554	2.66393	2.43585	2.60302	2.68616	2.50068	2.70017	2.39999	2.40382	2.45457	2.78783	2.76783	2.15969	2.97067	2.49712	2.30746	2.37207
LINC00471	5.41483	5.44464	5.15913	5.30678	5.38188	4.92486	5.08633	5.19121	5.0602	5.41212	5.37788	5.17866	5.23852	5.37845	5.23418	4.87712	5.25992	5.16296	5.2823	5.20485
LINC00472	7.14446	6.66079	6.77248	6.40655	6.71552	6.37405	7.2587	7.45169	6.87023	6.85502	6.93355	6.58371	6.97527	7.00292	6.79349	6.90355	7.00127	7.13216	7.0409	7.08924
LINC00474	4.10795	3.65311	3.45987	3.50046	3.37581	3.82347	3.36562	3.65311	3.42986	3.99087	3.19246	4.04571	3.57662	3.72881	3.64309	3.35111	3.85766	4.06422	3.65515	3.55762
LINC00476	5.72176	5.74203	5.76224	5.88017	5.95424	5.72176	5.56534	5.77881	5.72176	5.62905	5.67464	5.50833	5.70202	5.78682	5.6218	5.68759	5.82923	5.87813	5.56963	5.61775
LINC00477	5.1384	4.93504	4.57964	4.93915	4.84632	5.06367	5.45535	5.01432	5.06934	5.28273	4.88364	5.06236	4.99196	5.64403	4.95414	5.15902	4.93065	4.95708	4.95244	4.92699
LINC00479	5.01151	5.09333	4.98131	5.14224	5.10962	4.81393	4.95171	4.93877	4.80591	5.06599	5.09874	5.17326	5.03573	5.12865	4.9053	4.59868	5.03182	4.99229	5.18747	4.74215
LINC00482	6.57814	6.22561	6.24214	6.30915	6.5464	6.13158	6.70224	6.5464	6.6371	6.77382	6.57687	6.37	6.84002	6.53299	6.48539	6.48496	6.73919	6.6524	6.69239	6.49343
LINC00483	5.0035	4.50052	4.28232	4.52999	4.37183	4.21422	4.45726	4.50052	4.54907	4.80838	4.35956	4.43785	4.2888	4.72232	4.54381	4.5446	4.47002	4.59283	4.67853	4.34958
LINC00487	5.27584	4.96236	4.73371	4.86955	4.81461	5.43853	5.13114	5.1981	5.05698	5.1661	5.00781	5.22104	4.81677	5.61777	5.29095	4.75177	4.92578	5.2468	4.87136	4.94931
LINC00504	4.90219	4.92232	4.92548	4.94069	4.51625	5.11705	5.10964	5.01075	4.54893	5.17596	4.97892	5.37709	5.02025	5.09503	5.05844	4.48857	4.97798	4.77568	4.84396	5.1108
LINC00518	3.90933	3.68176	3.71356	3.97112	4.12339	3.97442	4.22003	4.09266	4.08064	4.23322	4.04373	4.34697	3.88859	4.00371	4.03771	3.80297	4.28538	3.954	4.27913	4.02207
LINC00521	5.18351	4.79549	4.66375	4.56924	4.78625	4.70441	4.82148	5.14841	4.86128	5.0544	4.99618	4.61049	4.86454	4.71822	4.86567	4.64066	4.86221	4.89784	5.32119	4.86221
LINC00523	5.21302	4.942	5.04368	5.13039	5.19045	5.32665	5.21306	5.22503	5.1589	5.31879	4.90049	5.24011	5.29707	5.3254	5.35643	5.17508	5.50521	5.53609	5.32447	5.19402
LINC00525	4.92687	4.65825	4.92868	4.69559	5.0638	4.39366	5.17259	4.91248	4.99531	4.97407	4.82287	4.93636	4.86593	5.0055	5.05299	4.94235	5.07884	4.863	5.22195	4.81157
LINC00526	5.22585	4.76382	4.94353	5.05072	5.2645	5.22585	5.09479	5.36539	5.42763	5.22585	5.22585	5.32881	5.0932	5.40749	5.1015	5.13769	5.45118	5.29897	5.22585	5.22585
LINC00527	4.35272	4.12515	4.05914	4.35272	4.2249	4.54468	4.14621	4.54468	4.34026	4.46508	4.38874	4.83867	4.40651	4.65156	4.18494	3.81287	4.3606	4.1413	4.53549	4.2694
LINC00528	5.12541	4.9893	5.05288	5.15645	5.17376	4.92518	5.33528	4.78725	5.04514	5.0973	4.73559	5.0784	4.80037	5.6725	4.89931	4.77047	4.94914	5.00861	4.97982	4.97982
LINC00529	2.53459	2.36216	2.3575	2.70734	2.48831	2.55804	2.5408	2.51051	2.50452	2.46645	2.99066	3.00656	2.36116	2.49251	2.44389	2.18131	2.74042	2.35819	2.44911	2.41456
LINC00544	4.68492	4.69861	4.54098	4.6493	4.73298	4.60962	4.69344	4.65591	4.65593	4.85234	4.66265	4.70846	4.94895	4.68145	4.56956	4.58579	4.72679	4.72346	4.51789	4.59892
LINC00574	5.42664	5.31746	5.41245	5.68187	5.46712	5.76478	5.73134	5.65698	5.76039	5.99083	5.74108	5.38951	5.80309	5.8047	5.65698	5.25161	5.64257	5.53596	5.70749	5.86783
LINC00575	3.60906	3.87016	3.51738	3.46843	3.6079	3.83689	4.35927	3.94987	3.81737	3.62446	3.60722	3.73476	3.47944	4.02595	3.74752	3.39053	4.31933	3.6996	3.68854	3.75752
LINC00596	5.06273	4.43451	4.45143	4.52466	4.80181	4.4394	4.37936	4.86271	4.62579	4.63333	4.82686	4.59494	4.40984	4.4681	4.62098	4.58537	4.82686	4.65358	4.74257	4.33763
LINC00597	5.73958	6.44356	6.50908	5.7503	5.67718	6.13844	6.31771	6.32137	6.36127	6.50345	6.33306	6.37225	5.93506	6.09172	6.35234	6.73868	6.243	6.11403	6.52053	6.77252
LINC00598	6.09237	6.16498	6.16896	5.85799	5.99534	6.02578	5.9886	6.10512	6.17834	6.26789	6.29342	5.70441	5.66837	6.61667	5.70715	5.79773	6.18831	5.8934	5.89889	5.78753
LINC00602	5.6402	5.47085	5.11389	5.63805	5.37687	5.39735	5.78973	5.46982	5.65264	5.70811	5.26328	5.16734	5.43336	5.11945	5.35267	4.98768	5.41459	5.60894	5.65939	5.32078
LINC00610///COMMD9	4.97842	5.09056	4.90327	4.95879	5.22839	5.01088	5.05124	5.16728	4.87744	5.02188	5.15213	5.4028	4.52347	5.2245	4.85717	5.05029	4.65608	5.18553	5.17043	4.92201
LINC00612	4.22994	4.34084	4.22817	4.17609	4.2899	4.23721	4.46281	4.21581	4.48387	4.30782	4.22994	4.45745	4.20678	4.46919	4.10414	4.1323	4.35147	4.3032	4.0237	4.10875
LINC00615	4.41077	4.1116	4.23999	4.46163	4.62954	4.85608	4.55318	4.3178	4.84312	4.68143	4.50669	4.77364	4.64123	4.66462	4.85194	4.34708	4.60704	4.93987	4.56871	4.7135
LINC00634	6.11729	6.20733	6.31357	5.99056	6.03845	6.25032	6.43609	6.16024	6.04709	6.05439	6.2144	5.91416	6.02137	6.99522	5.96433	6.20544	5.79611	6.26687	6.06449	6.18429
LINC00638	5.24011	5.08674	5.27036	4.99107	5.2955	5.39079	5.08117	5.20424	5.27481	5.0681	5.19613	5.21148	5.10698	5.33784	5.22168	5.12683	4.83015	5.08757	5.35495	5.21148
LINC00643	4.83435	4.63929	4.22874	4.65467	4.74173	5.02233	4.85078	4.96341	4.95459	4.98537	4.3	5.00579	4.51956	4.8227	4.90938	4.46333	4.96363	4.9653	4.90142	4.49594
LINC00652	5.18867	4.70708	4.61747	4.38483	4.13265	3.43693	5.17743	4.49863	3.85452	4.814	4.1109	4.21958	4.01683	5.03608	4.59282	4.69771	3.75336	4.02629	5.06174	3.82431
LINC00656	5.27887	5.12397	5.38178	5.31483	5.1001	5.42782	5.61163	5.27184	5.3867	5.3792	5.1933	4.9753	5.2974	5.28989	5.06759	5.09157	5.29596	5.12341	5.32344	5.275
LINC00661	4.41487	4.29169	4.3486	4.14698	4.27775	4.63722	4.36717	4.88838	4.29677	4.78246	4.26434	4.26694	4.35047	4.78059	4.40255	4.47859	4.79677	4.51391	4.72297	4.11642
LINC00665	4.88995	5.62628	5.52165	5.29351	5.60548	5.38371	5.19227	5.11331	5.47292	5.60682	5.32473	5.38784	5.36763	5.65738	5.43059	5.67494	5.16944	5.47524	5.59967	5.40002
LINC00670	3.75885	3.91298	3.87062	3.81947	3.89251	3.71817	3.93147	3.98609	4.2571	4.31422	3.72799	3.87052	3.63331	4.1505	3.55845	3.78641	4.50248	4.00302	4.33391	4.00491
LINC00671	6.1916	6.02364	5.71461	6.17033	5.98847	6.11725	6.20686	6.26892	5.90678	6.04386	6.0972	6.08629	6.0849	5.81454	6.1149	5.66161	6.28045	6.31508	6.0639	5.95137
LINC00680	7.68164	7.76372	7.65275	7.70907	7.97183	7.68127	7.69445	7.41536	7.71706	7.70747	7.86327	7.87431	7.53621	8.19775	7.72702	7.79832	8.01173	7.78033	7.65448	7.65991
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	10.7355	11.03	11.4832	11.1225	10.9222	11.0117	10.9931	10.8595	11.4314	10.8891	11.6081	10.8354	11.0667	11.2516	11.1672	11.1629	10.6969	10.7974	11.5094	10.7689
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4	8.95474	9.48746	10.0569	9.26764	9.4188	9.36182	9.41454	9.28449	9.55035	9.15631	10.0095	9.26355	9.38878	9.52997	9.75024	9.62909	9.02638	9.33012	9.67053	9.47908
LINC00687	5.74715	4.91944	5.26911	5.42428	5.40574	5.489	5.19096	5.43979	4.72255	5.11403	4.88915	5.64535	5.39961	5.14575	5.25614	4.78278	5.84831	5.49466	5.25861	5.09336
LINC00693	5.64585	5.39081	5.45185	5.8025	5.77249	5.55368	6.01387	5.80583	5.27122	5.92956	5.55429	5.32685	5.78034	5.5817	5.92249	5.65261	6.13858	6.25713	5.90805	5.63057
LINC00839	5.88668	5.69978	5.6185	5.95955	6.05541	5.92417	6.25479	6.22549	5.87939	6.00519	5.79879	6.04833	6.01667	6.18339	6.26148	5.75363	6.01441	6.27733	6.2572	5.90018
LINC00851	5.02933	5.00711	4.85121	4.95496	5.06247	4.63605	5.25381	5.03351	5.1222	5.50606	4.96633	4.6383	5.13326	5.20567	5.26532	4.85463	4.6608	4.84526	5.09741	4.96512
LINC00852	6.58288	6.6263	6.78109	6.81538	7.24984	6.84559	6.82499	6.66716	6.70641	6.59495	7.20405	6.86346	6.47047	7.29658	6.98972	6.8274	7.25845	6.90209	6.49703	6.48981
LINC00885	3.94808	3.9437	4.08398	4.76544	4.21725	3.9276	4.14364	4.31743	4.06495	4.28364	4.077	4.19984	4.09212	4.27314	4.09596	4.06266	4.18173	3.71719	3.78063	3.9824
LINC00889	4.80552	4.82786	4.53362	4.16294	4.62954	4.62954	5.39011	4.73017	4.54151	4.65749	4.98354	4.59164	4.4398	4.5245	4.67853	4.27509	4.62954	4.16988	4.58556	4.80356
LINC00893	5.63156	6.69901	6.47726	6.56035	6.90181	6.15378	6.09476	5.85067	6.25631	6.6011	6.89819	5.89689	5.84496	6.47484	6.18775	6.12962	6.20365	5.37045	6.64306	6.53464
LINC00896	6.01981	5.83029	5.59692	5.94629	6.12377	5.48432	5.73817	5.7693	5.44629	5.78857	5.46139	5.83029	5.90992	5.88878	5.93743	5.77979	6.30441	5.896	5.95669	5.88386
LINC00898	4.85861	4.89008	4.88525	5.04462	4.88263	4.5125	5.09241	4.86311	4.77182	4.93846	4.93473	4.41072	5.09682	5.31435	4.91011	4.5206	5.08997	4.84894	4.96308	4.84856
LINC00905	5.07367	4.74901	4.91976	5.11206	5.19487	4.95156	5.07367	5.18871	4.85761	5.11934	4.67066	5.00389	4.95661	4.95156	4.94299	4.6006	4.88681	4.77466	5.00389	4.85543
LINC00909	6.63789	6.9465	7.09248	6.75129	6.78784	6.45534	6.86037	7.19753	6.86693	6.64869	7.23545	6.75941	6.82121	7.0023	6.9442	6.9668	6.52184	6.65682	7.11785	6.99825
LINC00910	5.30079	5.49439	5.67386	5.67746	5.86286	5.16788	5.74607	5.76077	6.10091	5.78652	5.9179	5.91227	5.94154	6.22961	5.54492	6.12866	6.09302	5.75392	5.70393	5.26167
LINC00917	7.28579	6.33458	5.85719	6.83815	6.66156	6.51739	5.67086	6.16601	5.76069	6.15493	5.48991	5.89131	6.24489	6.23078	6.21394	6.05667	6.07411	6.78819	5.88014	5.93274
LINC00921	6.67601	6.75188	7.25359	6.64597	6.81996	6.47027	7.00594	6.85081	7.09634	7.01448	7.10398	6.54692	6.63666	7.38574	6.85048	7.06802	7.05207	6.86727	6.89918	6.71438
LINC00935	2.6427	2.58097	2.61993	2.6602	2.92367	2.69109	2.38464	2.48417	2.80605	2.48241	2.98732	2.77934	2.68805	3.05462	2.83786	2.40276	2.42209	2.39803	2.73071	2.55645
LINC00943	4.25543	4.02005	4.02005	4.2017	4.47799	4.32402	4.29372	4.23929	4.43925	4.20598	4.0646	4.66564	4.2523	4.46344	4.27397	4.18649	4.3956	4.41162	4.34806	4.26691
LINC00951	4.91332	4.78787	4.68903	5.11387	4.78479	4.86216	4.7413	4.9428	4.77079	4.86986	4.53116	4.78486	4.78787	4.71695	4.79811	4.32609	4.72966	5.00088	4.87699	4.86247
LINC00955	5.40986	5.10629	4.98325	5.08191	5.35059	5.05041	4.89196	5.23633	4.86775	5.44147	4.93556	4.6012	5.13366	4.90962	5.17596	5.04557	5.23875	4.94481	5.36149	4.84724
LINC00965///LINC00965	7.41139	8.08601	7.84155	7.64423	7.72497	8.14519	8.72225	7.67166	8.1822	7.70601	8.19938	8.35999	8.35296	7.84144	7.97574	8.47293	7.72479	8.01915	8.27342	8.03255
LINC00969	6.72984	7.92354	7.64567	6.76555	7.44759	7.28761	7.02342	7.56308	7.33511	7.4168	7.71628	7.07153	7.30054	7.8655	7.99569	7.97278	7.45791	7.70299	7.76848	7.44446
LINC00982	6.31124	6.4834	6.55946	6.7995	7.06162	6.3396	6.61332	6.94958	5.99631	6.07663	6.2252	6.60358	6.27662	6.75757	6.32312	5.9726	6.97458	7.34635	6.74603	6.78458
LINC00994	4.27912	4.00222	4.00395	4.1649	4.19303	3.85694	4.49236	3.94218	4.21619	4.49869	4.73745	4.3114	4.22492	4.26253	4.19633	4.45845	4.62916	4.2262	4.11941	4.19992
LINC00998	6.70451	6.64073	6.95133	7.11731	6.79159	6.65304	6.76684	6.43461	6.91547	6.67415	6.89055	7.11211	6.61026	6.43035	6.76684	6.9447	6.96789	6.92867	6.53265	6.49294
LINC00999	6.71095	6.80547	6.71095	6.37965	6.76701	6.85029	6.78704	6.46321	6.86226	6.78099	6.69602	6.52023	6.49303	7.04056	7.03385	6.71571	6.399	6.88037	6.67606	6.55412
LINC01000///LINC00266-1	7.23539	7.46637	7.53088	7.409	7.79242	7.57265	7.50091	7.28143	7.49457	7.52631	7.51313	7.61833	7.46721	7.77427	7.56513	7.82051	7.76145	7.52456	7.33321	7.51354
LINC01000///LINC00266-1///PCMTD2	6.39551	6.99307	7.01216	6.7938	7.15014	7.1186	7.0506	7.09494	7.0506	6.58699	7.21232	7.38999	6.78367	7.13086	7.11308	7.20602	6.77893	6.77786	6.96638	7.08527
LINC01011	5.76864	5.60551	5.74704	5.76864	5.64515	5.76864	5.6516	5.91818	5.81393	5.73676	5.76864	5.71076	5.88414	6.16544	5.82746	5.84161	5.52389	5.76864	5.7256	5.95883
LINC01089	6.24326	6.13004	6.41089	6.1765	6.70115	5.87753	6.35316	6.47775	6.3713	6.03743	6.9475	6.3149	6.5914	6.49654	6.37873	6.74362	6.38531	6.50867	6.38531	6.5752
LINC01101	4.89065	4.32769	3.99817	4.35454	4.27858	4.5012	4.61751	4.07997	4.64303	4.62078	4.40004	3.99208	4.44898	4.48516	4.31118	4.21041	4.55243	4.4732	4.65252	4.09323
LINC01105///LINC01105	4.18195	6.28958	6.47188	6.08142	5.53707	4.42795	4.25078	4.50702	3.92382	4.64478	4.5464	4.46603	4.01982	4.29947	4.60856	4.11273	4.21499	4.1744	4.41671	4.39646
LINC01116	5.73515	5.34137	5.30581	5.49478	5.48405	6.28135	5.68279	5.79834	5.77196	5.53311	5.72767	5.59987	6.33424	5.9176	5.82974	5.90248	5.64461	5.82364	5.81843	5.86309
LINC01121	3.04208	2.93793	3.04053	3.20227	3.05977	3.11751	3.17159	2.9679	3.07124	3.51024	2.92591	3.19779	3.08444	3.3115	2.99019	2.94859	3.15361	3.13893	3.03701	3.05278
LINC01123///LINC01106	6.52491	6.3454	7.1617	6.67267	6.19404	5.9897	5.40567	6.00609	6.01748	5.74638	5.84972	6.41691	6.05737	5.94195	6.50002	6.44322	6.27168	5.56436	5.87424	6.42624
LINC01124	5.07841	5.03173	4.68299	5.03817	4.79074	5.14077	4.97074	5.19651	5.14338	5.36366	4.87231	4.90168	5.22325	5.22022	5.25057	5.05875	5.03811	5.03817	5.1009	5.03817
LINC01126	4.4398	5.29811	5.22684	5.22744	5.35067	4.72746	5.57281	5.24777	5.50237	5.49679	5.44195	4.86202	5.29811	5.74874	5.21308	5.47632	5.12471	5.10084	5.27554	5.29811
LINC01128	7.52319	6.69173	6.57719	6.54726	6.62691	6.93347	7.59174	6.93573	7.15338	6.74771	7.31438	7.1485	7.09496	6.94147	6.98127	7.48505	7.10752	7.45705	6.68064	7.15418
LINC01138	5.89252	5.61589	5.48441	5.70603	5.47257	6.01052	5.68492	5.68696	5.6725	5.7035	5.7035	6.02613	5.51616	5.95322	5.68847	5.7035	5.84867	5.85815	5.6138	5.7035
LINC01140	8.29765	7.90087	8.18308	8.03888	8.57831	7.78822	9.18992	8.64313	8.80823	8.57991	8.37258	9.45992	8.49402	8.83361	8.4897	8.30547	8.22179	8.62589	8.46354	8.92165
LINC01152	2.83273	2.80821	2.9514	3.01484	2.95137	2.82174	3.21243	3.02997	2.77931	2.98747	2.76541	2.94403	2.94822	3.29832	3.19635	2.77307	3.35887	2.79365	2.84972	2.94049
LINC01164	5.90328	5.84041	5.79777	5.92469	5.91753	5.89376	6.17414	6.08436	5.93019	6.01963	5.74131	5.90393	5.78034	5.98774	5.84185	5.74874	5.73303	6.13352	6.0392	5.76059
LINC01165	4.79206	5.09456	5.01149	4.29228	3.99532	5.2528	5.0077	5.40641	4.5748	5.0077	5.04214	5.04326	4.78986	5.16188	5.29286	4.7009	5.26548	5.1874	5.08922	5.47161
