Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut	GSM1571528	GSM1571529	GSM1571530	GSM1571531	GSM1571532	GSM1571533	GSM1571534	GSM1571535	GSM1571536	GSM1571537	GSM1571538	GSM1571539	GSM1571540	GSM1571541	GSM1571542	GSM214983	GSM214985	GSM214987	GSM214989	GSM214991	GSM214993	GSM214995	GSM214997	GSM214999	GSM215001	GSM215003	GSM215005	GSM78545	GSM78554	GSM78546	GSM78563	GSM43011	GSM78529	GSM78537	GSM78557	GSM78565	GSM43004	GSM78528	GSM78552	GSM43001	GSM43012	GSM78530	GSM78549	GSM484551	GSM484555	GSM484559	GSM484563	GSM484571	GSM484579	GSM484583
ACTB	41057	58273	177823	69830	51841	42323	288	75867	97414	1866	42154	3257	69928	2971	87402	4529	42965	2632	45146	2215	35544	2459	58397	5108	25012	3372	55351	1866	45282	15583	26361.556036826	26676.5424443759	36785.3406239656	32931.2841446346	31170.4626935518	35810.7792030013	32519.920272911	32990.8578077854	34618.7170551468	36817.2874966693	38267.6049606127	37137.4109436757	34873.2431985127	29254.1739316019	32519.920272911	47191	41801.3	47509	50150.6	52523.4	51808	46463.9	47641.5	46061.1	39759.8	46047.5	47298.8	35890.8	32859.3	31626.2	30499.4	34697.9	30570.2	33213.6	38878.6	30301.4	37766.8	32171	36717	34062.2	32940.8	31460.6	31961.2	21920.08	21135.74	19383.07	18456.02	18611.88	18467.62	18890.03
ACTG1	18946	13227	46136	11297	41958	15002	113	14095	66410	2123	29513	3963	26917	3976	55329	5984	14531	3366	22045	2559	16354	3170	51427	7720	11140	3914	37962	1941	20164	18067	8374.45152166979	8435.62197593778	12823.3697008386	10134.0322873341	9725.54653189526	10622.8442001997	10118.1663292682	9881.53909268695	9409.07921194045	11134.6042359961	12199.8581250209	10854.609163224	9297.96164968364	9181.35984045787	10042.3865309795	15471.1	15508.7	17385.4	19031.1	16334.4	19265	16085.8	16996.9	16914.2	14885.7	18284.6	15975.2	10612.2	8232.05	7489.8	11394.2	13020.1	10901.3	11426.8	14530.4	10720.6	12238.1	10971.1	12458.8	15658.6	12169.6	13340.1	14768.5	14437.01	13853.03	18462.71	14128.39	14297.75	13803.03	13374.62
ACTN1	706	2817	7493	5384	5075	4194	6	4631	2009	748	4375	2026	6982	1752	6637	3057	4222	1776	305	1224	3872	1730	4869	3828	1453	1685	5242	788	1838	8118	4140.19751444914	4004.41927126024	2886.80047115345	3548.30456049604	4191.82092273195	3731.63041050285	3316.17588061364	3484.04646684621	5292.67029770269	4218.49702876496	4409.98602918189	5186.22337399503	5041.39905174914	4542.26313817883	5388.19414895561	4198.53	6087.3	6706.25	7365.74	9238.51	8326.92	7281.99	5938.15	5990.21	2704.83	4564.49	4688.78	3700.31	4416.73	3218.78	4064.04	4330.46	3581.59	4303.09	3903.51	3999.31	6643.06	3715.06	5037.14	2267.41	3021.21	3091.75	2200.96	4157.367	3420.364	3487.008	3144.083	3713.078	4297.425	3223.793
ACTN4	1019	1936	3428	3014	1210	3198	11	2482	1787	820	2175	1953	4767	1697	2552	2413	2204	1660	1707	1298	1078	1870	2046	3791	347	1561	2582	753	986	4559	69.7221565256958	61.5285432680011	42.3469097749018	40.2569477976054	51.3792198432922	39.8334465288138	48.816218689729	41.314441642219	55.478257573704	80.0388466931875	63.3853539761244	45.3993336700831	32.5039969005629	62.9269178690188	48.923841106157	1076.93	1384.84	1983.54	1780.22	2256.76	2473.98	1543.77	1858.17	1535.57	858.014	1345.1	1091.04	1114.23	1119.57	935.47	941.59	882.52	334.5	1149.78	1215.42	669.77	402.06	334.21	1384.71	160.24	415.96	742.15	637.73	754.3286	689.5825	691.4835	451.4326	599.1249	523.6965	561.3546
ACTR10	33	366	279	213	84	470	0	307	107	163	2	274	58	187	4	12	19	290	0	185	1	181	0	134	0	265	47	138	14	135	236.282777859799	351.981984245846	434.296703822663	562.876535129509	190.327824236667	363.064416484231	357.427279136933	321.072352300189	327.141892531734	317.720312461109	324.058885453965	440.085150673579	304.806295186739	284.823091376489	483.12449038077	707.031	735.816	783.916	736.091	509.277	752.178	800.535	922.09	834.522	785.915	865.515	696.119	285.47	227.92	239.97	223.33	501.05	676.84	227.17	255.19	204.99	437.05	631.5	411.71	696.16	372.08	338.59	275.17	282.6909	339.3005	235.2555	311.3571	357.1396	233.244	290.2457
ACTR1A	190	710	923	781	382	1060	3	613	239	317	394	829	602	663	243	448	528	670	222	465	12	769	1	1018	182	625	381	373	107	913	978.777391381045	1371.52241953845	1479.69677670456	1792.4489805994	874.177580226302	1306.53551860474	1477.48666076616	1226.53343788556	973.209085802556	1250.86283306858	961.565160541754	969.398284359176	888.698972546259	1265.30544630682	945.472955238728	422.768	355.933	466.373	654.091	611.499	778.582	623.995	646.313	604.039	348.632	403.994	562.233	169.8	120.78	112.55	102.57	234.88	341.25	100.27	97.2	35.17	161.13	291.23	150.33	237.07	187.44	132.58	73.92	290.0565	383.2776	266.8229	388.8007	351.9124	329.9045	362.8318
ACTR2	1154	8315	11755	8258	1851	9937	44	7490	1476	943	1186	2013	2996	1636	804	1844	1735	1412	2135	1172	831	1550	615	2951	281	1341	2085	865	645	4202	7092.13759015341	7584.24560878293	6773.92641679507	8186.16715258742	5722.52823210655	6595.06160256773	5905.67664069499	7926.77647792372	8165.32406953526	6883.04687640518	8227.78522813876	8744.70111620698	7987.75794631467	7240.12439695831	5480.00502212642	8860.58	8376.97	10668.2	6944.02	8576.73	8962.3	10850	11150.5	9753.56	7974.67	8758.4	8515.72	4252.96	5685.96	3553.87	3225.64	3567.09	4017.36	3915.47	4181.73	3162.93	3635.39	5511.73	5268.09	4740.33	2315.52	3821.29	2777.27	3196.938	2807.714	3623.692	3030.137	3508.949	3710.656	3223.972
ACTR3	1090	2968	3053	1708	286	2858	51	1353	1028	798	795	1283	976	1077	604	598	1031	920	752	681	601	957	487	1394	688	1014	1407	600	575	1327	10525.6666516679	11496.6238927591	11470.9024780169	12784.3073725542	10050.7882417818	10433.7920154556	9995.40618594269	12894.611888187	9222.13512953464	9257.89914022604	12904.0240321557	14694.2658409176	13380.2437725355	12228.3220264091	9814.17240478692	7344.38	7083.12	7641.66	8591.55	9570.31	9782.72	8099.73	7501.81	9432.92	7844.73	8052.43	8139.36	4459.95	5304.57	4467.43	4861.54	4558.83	4926.48	4357.55	6584.28	7272.27	6724.9	5095.47	6490.72	3947.78	5075.06	4918.33	5114.96	961.38	1274.987	908.6573	632.9469	567.479	715.009	731.762
ACTR8	19	198	65	154	31	224	1	40	0	112	46	237	77	310	63	123	170	170	0	129	1	191	1	330	286	140	48	141	32	246	41.7996872260678	24.6598605619796	30.0112668740382	25.6063980512277	30.3672925903516	23.9415600944408	24.7644095921019	25.0308171750602	28.0750372756023	24.9593700614126	23.0810471322413	13.6061735108824	22.3167168981007	19.9521210353436	23.0810471322413	97.8494	88.0558	81.7205	128.862	87.5475	136.136	100.755	137.362	87.2909	155.133	97.3882	100.053	3.93	4.06	3.95	4.12	3.98	3.93	4.11	4.02	4.07	4.27	4	3.89	5.22	3.91	3.97	4.07	10	18.46828	10	10	10	10	10
ACVR1B	199	637	323	201	65	553	0	166	218	99	27	333	58	194	14	37	0	182	93	148	85	302	4	219	0	178	37	160	41	148	454.261473646357	251.834340105934	650.926748583874	587.038606972625	47.0308648490646	393.065548660823	206.751482503888	430.663816459324	369.658678307376	459.412988224249	158.496970848161	175.453628775464	185.188542950729	124.28338187028	389.287478050114	163.119	145.32	160.04	159.693	132.431	349.458	171.144	176.469	321.305	166.395	233.19	185.399	51.08	35.53	39.51	60.94	64.86	56.9	46.72	59.9	46.71	79.66	60.63	77.13	193.86	154.65	62.99	116.81	97.03949	200.389	125.4034	59.82936	165.3583	189.517	56.10386
ADAM10	103	676	508	766	65	1080	10	587	77	420	126	919	357	731	58	742	234	839	1168	537	0	774	55	1211	248	712	497	320	75	954	3956.52484138289	4219.44496259972	5303.45528757003	5124.34526982964	4397.73863618517	4648.82109183245	3293.72940369806	3640.00356990849	4523.81406985535	4210.82425965006	4781.27450010204	6566.09227826084	6221.15803537529	4794.27543491146	4695.8172892058	3806.78	2937.83	3569.87	3563.07	4822.45	3897.9	4400.23	4605.92	3525.69	2860	3921.42	3663.32	1051.76	1183.72	877.95	893.41	1290.74	1146.78	1014.3	1025.62	736.79	1280.77	1394.23	1300.38	1282.99	1198.08	1567.45	1021.03	114.0617	165.4412	99.15385	84.80123	122.4233	111.8634	137.1093
ADAM17	165	263	166	200	14	353	0	173	260	294	242	718	87	295	343	617	450	374	113	257	202	509	2	828	107	398	279	167	135	220	1289.65085966878	635.335215875385	580.35330734521	595.527747457284	547.541401964121	728.57239329313	577.090378600147	941.900887817306	657.354249460107	698.221471655653	628.644913997388	664.60738690419	1735.19447604139	895.809059927353	1018.00192136209	407.222	424.643	517.223	391.051	519.837	525.539	473.711	593.685	455.977	297.133	342.027	317.899	227.32	225.12	326.83	307.57	188.37	125.39	113.22	169.72	141.28	126.39	152.13	92.1	201.92	174.22	191.39	108.95	176.8595	302.0787	188.3007	267.1538	228.5542	326.9463	289.1704
ADAM19	139	876	1997	583	159	656	2	745	124	111	118	470	189	221	77	54	149	322	236	162	202	258	30	221	72	208	219	135	123	325	3183.17304022081	2124.66726597489	2973.75783004136	3237.81237203353	2286.41632962785	3304.68262603197	2283.90864568799	3831.22274423129	3812.29863151806	3925.77218661824	2508.62165916	2910.71132629672	3351.07030716471	3146.92041874049	1734.32506106369	707.474	408.308	898.074	579.817	512.026	737.11	525.428	258.173	508.42	454.581	357.777	345.892	140.03	150.61	135.7	103.92	408.66	301.71	208.15	180.48	97.32	195.78	283.84	203.94	51.1	75.83	44.16	70.16	1708.385	1169.581	1296.718	166.7255	789.0457	1195.744	885.8969
ADAM8	606	2534	2706	2432	881	2547	10	2429	574	444	1687	1195	1812	933	1988	1014	1118	929	529	595	913	1104	520	1756	238	869	1161	172	650	2147	1097.49919787032	1028.130527615	530.623714006504	867.968386516943	911.510189129769	1011.10285687607	860.485342264729	974.258153475754	1521.16418325259	1190.02412020507	1325.94990917536	1143.30643598955	945.120402335531	956.437919570387	1143.43621189422	2600.96	3498.44	3935.46	4019.03	5039.95	5230.32	4779.98	4720.09	3231.7	1467.69	2576.77	2938.51	2933.04	4094.66	3254.72	3547.65	4146.49	3029.75	2887.08	3426.1	2357.48	3475.46	3475.09	4053.26	1039.49	2669.29	3679.94	1465.66	2500.153	1947.903	1589.665	1874.213	2228.564	1229.367	1730.856
ADAM9	297	182	185	121	7	221	2	71	24	16	4	82	12	34	2	6	28	55	67	15	0	34	0	26	11	43	32	20	3	41	77.1257616792677	100.293906125781	130.722685983447	144.796772291076	34.7640009077305	102.736742400363	59.6112619136676	76.1499811247488	73.6578943728488	101.051005360883	44.9584511047548	86.058564828217	57.6011299541333	36.5379022043368	17.3274903635688	78.0129	95.7812	100.943	73.2382	144.679	97.3911	115.571	129.812	71.1331	79.5869	123.597	147.778	37.03	47.17	26.27	23.74	44.16	66.51	39.64	39.09	43.43	27.25	108.65	34.03	430.38	139.31	87.35	85.36	45.39598	23.53529	31.76552	17.07192	28.1742	20.04343	18.11128
ADAMTSL4	266	117	283	280	87	159	2	169	607	109	139	313	119	170	388	498	395	185	6	168	61	210	373	434	103	112	184	56	178	193	84.1032433264551	258.749723728972	77.4788715670512	121.416694831246	314.89158567086	162.582807177699	58.5283365538801	181.148804190613	135.046291838539	95.8917781883832	151.600414095416	164.363846244803	191.512438731435	129.056349076031	155.405507082293	92.2223	44.4386	75.2728	129.175	258.55	213.897	125.329	136.758	114.488	29.4831	129.874	62.4714	7.2	7.87	7.04	7.86	7.03	6.79	8.37	9.11	8	7.84	7.09	6.99	6.63	7.18	7.12	7.79	38.10557	16.91479	36.5629	32.53737	27.34729	26.71258	25.87993
ADAR	969	6216	7224	7334	1947	11891	47	10358	776	983	820	2072	1844	1581	495	1074	1675	1645	1053	1205	364	1604	354	2416	729	1953	3042	979	946	4469	2068.07498354595	2053.44884162451	1235.04543372704	1579.64298883123	3153.23065513847	2444.10211987754	1977.70336817043	2454.72557033918	1715.52818109589	1745.0094210294	2637.83390363544	2299.17524771871	2468.22409455014	3286.58638462245	2636.71378505318	5671.19	9163.89	7949.69	10817	12278	9031.98	8710.27	6187.51	8505.24	4321.42	5665.93	6078.16	3632.95	2618.43	3153.18	3769.72	3990.35	4478.85	3006.93	2968.38	3514.98	4929.38	5821.64	3462.64	1122.27	3479.25	2944.82	2281.82	4584.55	5069.158	4685.216	4827.313	4542.485	3973.376	5970.485
ADAT1	54	213	164	345	14	289	5	168	320	108	57	179	114	149	392	150	74	212	3	124	479	307	75	303	132	158	268	93	73	213	22.4627150416696	22.3437286634018	20.1024378013372	20.2015015163868	30.9714749115753	22.4627150416696	22.4627150416696	22.4627150416696	18.2053325489759	15.9415951877856	14.2385076003482	15.9573018930468	22.946974413992	31.9584716987886	34.5104179019401	79.9112	120.164	74.2965	81.3801	109.396	113.073	208.036	131.063	145.748	83.3231	114.206	117.157	10.98	12.72	14.62	12.04	11.34	11.28	11.66	11.58	9.75	11.09	9.97	12.51	11.07	23.18	14.06	11.26	113.9255	101.6164	90.06691	110.523	119.5599	104.3304	99.39343
ADCY7	355	726	736	908	250	1978	3	715	103	673	407	1708	927	1423	1267	2175	797	1312	461	973	407	1305	2168	2512	30	1029	652	635	306	2188	22.6501022347275	27.753484236749	25.778169930859	27.8354792977502	27.1060725425136	29.1858518340618	20.9853210824793	21.1659071006787	35.3576301248902	25.4327367342633	27.7668106346888	35.6798762402312	42.1527883926858	33.7586859871197	42.2005770107133	947.773	1134.35	891.3	543.865	865.233	716.927	717.12	938.972	627.951	967.133	1138.96	649.626	56.48	53.57	71.72	51.81	209.4	203.3	52.85	97.58	53.86	93.15	306.49	124.96	249.59	102.09	104.31	82.01	65.29427	122.9654	116.989	66.19595	115.1352	94.06337	105.3122
ADD1	509	1140	2254	1832	611	1663	3	1363	301	390	466	1018	1172	973	935	1026	557	784	7	630	1404	951	1063	1527	450	637	677	508	410	1861	272.750924234649	315.163060132624	517.315015732514	440.044697626646	284.33966956412	288.897628110505	358.124800756993	258.488391763748	338.561102880146	370.675646357926	291.712045372889	237.135164164397	164.427006347523	286.529136974082	297.197704379469	2271.89	1664.42	1664.66	1592.11	1530.48	1602.83	1460.93	1861.99	1243.05	1660.42	1615.7	1250.85	544.36	361.65	373.16	396.57	723.08	522.84	194.43	282.73	160.97	380.27	543.6	452.33	241.07	251.59	244.64	199.96	2501.196	1668.213	1856.909	1648.408	2317.231	1799.734	2035.12
ADD3	1021	2578	2529	1426	207	1883	0	993	53	199	76	576	245	460	56	161	74	435	0	288	29	366	35	358	47	371	199	276	66	416	2418.90792621754	2132.75406803894	4456.54861956982	3660.71950743665	2004.85523205187	2639.81406177033	2548.90055045204	2286.95366361401	3627.44596876105	2462.85171093791	2835.57470465848	4307.62969880702	4601.73614773485	3488.58947287354	3356.59932862909	5069.69	4218.32	3838.24	2634.09	2708.52	3765.89	3059.69	3424.21	3435.28	4890.58	4773.09	3429.05	1575.36	1823.25	1211.28	1216.48	1214.68	1013.38	1614.43	1658.05	967.92	768.23	1123.94	1923.81	192.91	184.51	216.91	428.19	836.8561	1002.202	1030.713	514.4714	688.9211	829.6775	753.0107
ADI1	226	329	101	115	3	149	1	55	22	59	11	160	55	126	5	33	8	96	0	95	66	108	0	109	14	58	28	120	5	59	102.390862515111	75.3792874313474	211.583335837327	102.656783797956	91.4557656742413	56.4985648805853	84.6695460464837	107.807296415018	125.070986232401	80.8983894380983	83.6090468324953	96.6233332709401	93.5466597319314	111.329194241345	185.851096405498	795.004	737.149	765.253	955.416	608.998	837.94	682.218	942.952	726.46	953.194	1162.58	891.395	113.64	34.6	38.05	23.26	110.76	198	14.1	32.49	17.82	34.32	100.33	54.66	49.51	25.72	7.96	11.06	21.37537	18.54841	10	10	13.92952	10	10
ADIPOR1	676	1392	5588	4721	1130	2519	3	2079	539	583	670	1349	1053	970	850	1089	548	1465	306	843	300	1199	877	1959	226	1096	1109	594	468	1918	767.647872343072	903.872677547698	958.136324306465	932.385947656967	737.620873449119	778.462272064404	609.720292142559	822.533589141146	1427.31334889338	925.982931801012	732.622509162741	1288.91846627009	1039.00535173976	841.210043624583	880.405641136726	2591.87	2221.99	2628.06	2943.78	3003.43	3689.14	3070.59	2417.15	4548.78	2736.55	2697.82	3881.24	888.35	969.7	595.95	719.55	552.68	798.25	852.04	633.67	370.39	526.88	636.74	959.37	431.55	241.27	711.67	574.35	1957.276	967.4188	1326.489	1181.275	1330.561	1137.532	900.2488
ADIPOR2	311	195	410	361	263	316	4	181	66	123	158	327	228	347	191	244	181	335	297	275	1	318	254	595	46	172	95	176	38	393	80.6303674117566	65.479305637367	250.155308396397	116.322484451533	91.9910989643465	118.075618142924	115.231305466466	139.36587739165	108.938699695562	126.369972070857	106.616394835552	104.658363414079	106.616394835552	92.7706220490433	144.763482481793	422.889	449.162	396.865	384.302	331.886	383.145	544.482	490.899	532.073	435.632	613.136	464.369	109.16	87.12	80.18	98.31	104.78	139.78	23.8	48.34	33.65	69.26	68.32	63.9	206.48	119.18	68.21	69.52	221.5905	233.4273	196.9584	178.2869	336.7531	158.8852	237.6206
ADK	5	9	3	20	0	13	0	10	0	1	0	0	0	12	0	3	0	0	0	3	0	0	0	0	0	3	0	2	0	1	14.9953119912213	18.4731211217994	11.4409306878404	12.773791922008	12.773791922008	17.4435795869038	83.3066749444634	25.1395209602648	30.2030908921384	43.4418970505017	20.4044785934962	11.580223743151	11.949804966738	46.9733727628538	34.72461517613	418.447	336.688	115.218	98.2152	78.4251	91.7187	100.616	242.765	136.615	725.498	162.322	171.188	13.18	14.46	13.17	16.63	13.2	12.01	18.71	14.67	18.22	16.89	12.21	12.41	11.04	13.22	12.96	14.65	126.1663	29.91581	29.92353	10	38.51001	48.28524	161.0865
ADM	1647	645	7509	1304	4631	2163	41	1655	4273	379	6581	1753	2224	1003	5646	1129	3245	1243	915	432	3734	1578	5682	2480	2981	1569	6219	295	3410	1932	5280.95506350573	6554.99634192352	6621.21209916322	5288.60408068058	4854.61358503623	5726.05745099772	4865.14729934177	4854.61358503623	4785.10182613597	4028.73531712219	4947.61093394093	5937.95514505942	4823.2762281173	4978.53780471371	5978.04868094249	715.476	1570.69	1435.05	1568.33	2754.97	2062.82	2177.83	1452.59	1311.63	683.34	652.485	2273.46	3997.75	3694.7	4479.42	5775.25	1847.95	2285.03	2662.34	1605.92	3102.19	2510.97	3510.35	2024.26	1711.1	3633.85	4157.19	1923.27	5468.217	12803.7	7190.638	16173.44	12668.44	13938.53	4470.828
ADNP	50	73	112	80	2	77	0	66	18	138	60	298	117	234	60	29	174	276	61	155	43	236	63	193	0	207	197	97	59	89	249.220207535671	156.718546048935	103.756850882704	133.95524290199	149.937822876494	141.444771957531	131.890328261385	196.240902681583	228.929559149965	147.339011859669	166.305196654192	262.039049608895	214.41149571118	224.632846311995	182.914832215646	674.435	640.467	717.412	691.427	595.043	675.925	652.5	658.318	516.096	615.656	837.698	540.789	306.35	315.23	179.35	145.94	275.31	320.37	95.2	120.34	99.02	183.68	274.49	274.3	188.11	123.88	201.64	183.68	90.55299	105.4451	116.0758	45.89648	68.66457	64.41506	58.38771
ADNP2	49	96	127	64	22	122	0	35	5	35	18	77	10	61	25	30	1	43	71	48	31	71	0	55	0	46	22	17	12	9	92.6691245870001	144.44634160724	92.6691245870001	117.474536311096	104.404606925231	62.4059995681674	120.278072144002	84.352606181813	125.766408176046	107.628104343522	164.150770442701	138.204155129061	132.118217387692	138.165321511693	176.514895548456	180.832	248.88	167.953	160.135	164.341	159.663	195.317	189.533	172.229	157.001	187.69	222.299	96.9	34.26	48.97	44.41	44.47	55.66	33.79	32.55	12.78	32.86	37.98	31.54	73.81	33.35	32.09	45.85	198.544	106.137	118.7255	128.6564	168.6175	130.1197	109.95
ADPGK	276	440	699	502	163	857	9	409	43	307	156	714	258	627	253	649	165	768	689	476	126	752	138	1276	1	327	298	336	149	892	168.581644249813	204.327473778119	363.037922238972	291.081603685033	274.287330018754	273.942117986603	210.356483707669	185.398240875622	292.058492102246	267.390832087472	244.205079555539	243.101702884372	222.844149958367	151.204096279135	239.320272401523	1059.29	906.416	913.715	964.131	1002.81	1036.32	1131.26	1081.73	1024.41	994.181	1150.12	1085.2	375.12	302.19	340.07	301.66	466.15	489.75	254.86	264.46	185.95	367.83	414.05	317.4	809.13	615.35	681.98	433.39	371.3577	387.5049	307.3259	449.0844	406.47	452.5509	425.8904
ADRB2	152	491	146	354	56	259	15	482	225	398	523	856	761	800	1720	1268	527	711	1	756	138	437	370	724	917	719	351	568	387	1212	106.664952099292	55.4680543922643	102.634791967336	66.7808518832222	73.1270247732948	157.427084385366	132.696301098052	47.0840686672374	56.6947903590209	64.3968252760232	87.312943106809	79.9543289370155	81.4360425455797	61.3570463117455	124.467455675312	492.543	441.837	312.285	253.079	132.073	300.786	177.64	258.071	374.32	538.247	565.626	480.324	21.51	30.24	33.86	30.46	29.63	39.81	30.99	36.53	7.5	19.03	22.3	41.25	70.4	59.21	47.53	83.23	58.86024	151.4867	40.71513	52.96166	35.95024	57.85323	151.871
ADRM1	205	559	312	344	401	521	4	471	378	172	131	512	298	465	308	466	122	433	0	308	78	607	131	936	390	435	399	134	169	685	93.2913920915937	69.1893567912277	81.5583200665022	93.7795308105508	43.192446570049	76.741257587424	77.6787571555822	66.1220889813153	68.8140206717066	80.5449482865165	65.8566863091786	53.3612888631716	39.1725157939932	55.129739106983	65.2102934569631	399.342	413.386	299.078	507	431.942	389.322	469.699	509.193	438.69	267.719	390.942	355.802	139.18	59.01	69.04	55.8	241.82	122.04	57.92	53.76	36.38	65.81	114.37	81.5	258.95	220.26	125.75	107.58	435.4216	354.4059	286.487	356.3836	413.4802	313.4165	324.8028
